id,dc_num,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,mobile_howfunded,cc_num,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_prepaid,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_memory,memory_oth,next_income_date,scpc_date,gender,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,census_division,_merge
103704,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-05,2,3,2,9,8,0,1000,0,0,0,0,0,0,1000,0,100,100,0,0,200,0,3,0,1,1,0,0,0,2018-10-19,2018-09-20,1,56,1,9,0,NA,0,1,0,0,3,3000,1,60000,0,0,20000,0.6666161417961121,5,3
100484,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,4,NA,NA,NA,4,NA,NA,NA,NA,NA,7,2,3,12,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-26,3,8,7,3,8,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,2491,10779,0,13270,NA,4,0,0,1,1,1,0,2018-10-31,2018-10-06,0,44,1,14,0,NA,1,0,0,0,5,55000,1,235000,220000,14000,280,0.24997630715370178,5,3
101609,1,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,4,1,4,4,4,4,4,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-03,6,3,1,3,6,0,50,0,50,0,0,0,1900,2000,0,0,50,0,0,50,0,1,0,0,1,0,1,0,2018-11-02,2018-09-20,0,43,6,13,0,NA,0,1,0,0,2,15000,0,NA,NA,10000,1300,0.24997451901435852,5,3
100109,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,9,NA,NA,NA,NA,NA,NA,NA,9,3,4,2,6,1,1,1,3,3,NA,4,3,2,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-01-01,7,4,1,1,7,0,2000,0,0,0,0,0,0,2000,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2018-10-31,2018-09-18,0,36,1,14,0,NA,0,1,0,0,3,120000,1,105000,10000,115000,400000,0.40856674313545227,5,3
104557,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,2,1,4,3,1,4,4,4,4,NA,1,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-24,3,3,3,3,3,0,100,0,400,0,1500,0,0,2000,0,0,100,1500,0,1600,0,1,0,1,1,0,1,0,2018-11-28,2018-09-21,1,62,4,14,0,NA,1,0,0,0,1,25000,0,NA,NA,15000,3000,0.24994681775569916,5,3
102057,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,NA,9,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,4,4,4,4,NA,1,10,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-15,3,9,3,9,8,NA,500,NA,NA,NA,NA,NA,NA,500,NA,175,541,0,0,716,NA,2,0,0,1,0,0,0,2018-11-17,2018-09-22,0,52,5,11,0,NA,1,0,0,0,3,75000,1,47000,0,0,20000,0.24998341500759125,5,3
103496,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,4,1,4,4,4,4,4,2,1,12,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-11,3,3,3,1,3,0,0,0,50,0,50,0,100,200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2018-10-25,2018-09-25,1,45,1,10,0,NA,1,0,0,0,5,45000,0,NA,NA,5000,1100,0.2499697357416153,5,3
100111,NA,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,1,1,8,1,1,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-10-01,3,3,3,3,NA,50,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-11-01,2018-09-18,0,42,6,8,0,NA,0,1,0,0,2,250,0,NA,NA,1500,2000,0.8807827234268188,6,3
102275,2,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,4,NA,4,NA,NA,NA,NA,NA,NA,6,4,4,2,4,4,4,2,2,NA,1,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2018-10-01,3,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,2018-10-08,2018-09-20,0,72,5,10,0,NA,1,0,0,0,NA,29000,0,NA,NA,10000,9000,0.2499818354845047,5,3
104576,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,4,4,3,3,3,3,NA,3,3,1,1,2,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,2018-09-21,6,6,2,6,6,0,0,0,500,1000,500,0,0,2000,0,10,500,2000,0,2510,0,1,0,1,1,0,0,0,2018-10-19,2018-09-18,0,62,5,13,0,NA,1,0,0,0,1,72000,1,60000,75000,300000,5000,0.24997968971729279,5,3
104135,1,0,0,1,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,6,4,1,1,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-09-28,9,1,1,9,3,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2018-10-26,2018-10-14,1,72,1,9,0,NA,1,0,0,0,4,32000,1,60000,0,7000,32000,0.2499931901693344,3,3
104971,2,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,6,4,1,1,4,4,4,4,NA,1,10,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2018-09-17,3,2,3,9,8,NA,NA,NA,600,NA,NA,NA,400,1000,NA,0,0,0,0,0,NA,1,0,1,1,1,0,0,2018-10-08,2018-09-18,0,34,1,11,0,NA,1,0,0,0,5,65000,1,50000,30000,0,120000,0.2499905377626419,3,3
103384,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4,1,4,4,4,4,4,4,1,10,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,3,3,3,9,3,2000,NA,NA,NA,NA,NA,NA,NA,2000,NA,3000,1532,2000,0,6532,NA,3,0,1,1,0,1,0,2018-10-12,2018-10-03,0,48,4,13,0,NA,1,0,0,0,5,55000,1,60000,0,3000,12000,0.2499835342168808,3,3
102376,1,1,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,1,NA,4,2,4,5,NA,NA,NA,NA,5,2,3,3,1,1,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-15,6,8,6,2,6,0,1000,0,1000,0,0,0,0,2000,0,0,1000,0,0,1000,0,3,0,1,1,0,1,0,2018-10-31,2018-09-18,1,64,1,16,0,NA,1,0,0,0,3,70000,1,135000,0,200000,0,0.24996209144592285,4,3
100016,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,9,NA,NA,NA,NA,9,3,2,3,2,1,1,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-01,3,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,160,2000,3000,270,5430,0,1,0,0,1,0,0,1,2018-11-01,2018-09-18,1,83,1,13,0,NA,1,0,0,0,2,53000,1,280000,0,45000,0,0.2499622404575348,5,3
103785,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,4,1,1,1,1,4,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-04,2,3,2,3,3,500,0,NA,NA,NA,1500,NA,NA,2000,NA,0,0,1500,0,1500,NA,1,0,0,1,0,0,0,2018-10-24,2018-09-18,1,42,1,9,1,1,0,0,0,1,2,125000,1,150000,165000,50000,50000,0.7598922252655029,9,3
103623,2,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,6,4,1,1,4,4,4,4,NA,1,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,2,2,NA,NA,NA,1,2018-10-01,6,6,6,1,6,NA,601,NA,NA,NA,NA,NA,NA,1000,NA,300,0,1000,399,1699,399,2,0,0,1,1,0,0,2018-11-02,2018-10-01,1,67,1,11,0,NA,0,1,0,0,2,60000,1,265000,200000,60000,300,0.3758937418460846,9,3
104561,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,5,NA,NA,NA,NA,NA,7,2,3,1,1,3,3,3,3,NA,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-19,3,3,3,1,8,0,0,0,2000,0,0,0,0,2000,0,0,0,30000,0,30000,0,1,0,0,1,0,0,0,2018-11-02,2018-09-30,1,48,6,16,0,NA,1,0,0,0,1,100000,1,240000,150000,700000,1400,0.24995779991149902,9,3
101332,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,1,1,4,NA,1,10,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-26,8,8,1,1,8,2000,NA,NA,NA,NA,NA,NA,NA,2000,NA,1,1,1,0,3,NA,1,0,1,1,1,1,0,2018-11-09,2018-09-23,1,46,1,13,0,NA,1,0,0,0,4,0,1,0,0,0,0,0.24997363984584808,2,3
101170,NA,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,4,NA,NA,NA,NA,5,7,2,3,1,1,3,3,3,3,NA,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-10,3,9,7,10,3,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,3250,0,6000,0,9250,NA,2,0,0,1,0,0,0,2018-11-14,2018-09-19,1,65,1,13,0,NA,1,0,0,0,2,75000,1,135000,0,400000,0,0.24996915459632874,2,3
104736,NA,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,1,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-15,3,3,3,1,3,2000,NA,NA,NA,NA,NA,NA,NA,2000,NA,5000,987,19000,NA,24987,NA,2,1,0,1,0,1,0,NA,2018-09-22,1,44,1,12,0,NA,1,0,0,0,4,120000,1,250000,0,2000000,0,0.24998632073402405,2,3
104000,1,0,0,0,1,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,1,4,2,2,2,NA,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,2018-09-25,6,1,6,6,NA,30,70,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,0,0,NA,1,0,1,0,0,0,0,2018-10-05,2018-09-18,0,43,1,9,0,NA,1,0,0,0,4,50000,1,75000,0,10000,50,0.2499891221523285,2,3
101437,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,4,4,4,4,3,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,8,2,2,7,2,0,0,0,2000,0,0,0,0,2000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2018-10-15,2018-09-18,1,47,4,13,0,NA,1,0,0,0,4,250000,1,550000,300000,100000,50000,1.834641456604004,2,3
101537,1,0,0,0,0,1,0,0,NA,NA,0,1,0,0,1,0,0,0,0,0,NA,4,NA,NA,8,NA,NA,NA,NA,NA,3,2,3,1,3,3,3,3,3,NA,1,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-01,3,6,3,3,3,0,2000,0,0,0,0,0,0,2000,0,0,3000,0,0,3000,0,1,0,0,0,1,1,0,2018-10-19,2018-09-19,1,79,1,14,0,NA,1,0,0,0,2,105000,1,575000,0,625000,0,0.5481553673744202,2,3
100327,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,3,NA,NA,NA,NA,4,NA,NA,NA,NA,7,6,4,1,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2018-10-05,3,3,1,3,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,100,6000,14000,NA,20100,NA,2,0,1,1,0,1,0,2018-11-01,2018-09-22,0,60,4,10,1,1,1,0,0,0,1,32000,1,50000,0,50000,0,0.671412467956543,7,3
103050,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,2,4,3,1,4,4,3,3,NA,2,3,1,6,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-30,8,6,6,7,8,0,0,0,0,0,2000,0,0,2000,0,200,0,10000,0,10200,0,1,0,0,1,1,1,0,2018-10-24,2018-09-19,1,71,1,13,0,NA,1,0,0,0,2,110000,1,300000,102000,400000,35000,0.4054747521877289,7,3
102372,1,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,7,4,1,1,4,4,4,4,NA,1,10,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-02,2,3,3,3,8,NA,600,NA,NA,NA,NA,NA,NA,600,NA,0,0,0,0,0,NA,1,0,1,1,1,1,0,2018-11-02,2018-09-19,0,74,1,9,0,NA,1,0,0,0,2,2200,1,150000,0,20000,0,1.1061447858810425,7,3
102987,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,6,4,1,1,4,3,4,4,NA,2,13,1,4,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,3,3,3,3,4,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,900,16000,7500,92,24492,NA,2,0,0,1,0,1,0,2018-10-12,2018-09-20,1,36,1,13,0,NA,1,0,0,0,4,75000,1,240000,160000,120000,0,0.2499658763408661,2,3
104167,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,3,3,3,3,3,NA,3,3,2,6,1,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-12,3,8,9,1,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,0,2891,0,2891,NA,1,0,0,0,1,1,0,2018-11-08,2018-10-19,0,30,6,14,0,NA,1,0,0,0,2,130000,0,NA,NA,40000,7000,0.24998395144939423,2,3
101389,NA,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,NA,9,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,1,1,1,2,3,NA,2,3,2,2,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-29,9,1,3,3,3,0,0,0,0,0,2000,0,0,2000,0,0,0,10000,0,10000,0,1,0,0,1,0,0,0,2018-10-06,2018-09-20,1,48,1,10,0,NA,1,0,0,0,3,50000,0,NA,NA,600000,0,0.5214559435844421,3,3
103025,1,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,1,4,1,1,4,4,4,4,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-10-03,3,9,3,1,NA,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2018-11-02,2018-10-29,0,67,5,9,0,NA,1,0,0,0,1,19560,1,80000,35000,90000,6000,0.42953142523765564,3,3
102335,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,4,4,4,4,4,NA,1,10,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-12,3,8,3,3,3,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,500,300,0,800,NA,2,0,0,1,0,0,1,2018-10-26,2018-09-20,0,53,1,11,0,NA,1,0,0,0,1,150000,1,180000,40000,35000,21000,0.24998261034488678,3,3
103898,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,1,1,4,4,4,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-09-21,9,3,3,3,3,0,0,0,0,0,2000,0,0,2000,0,0,0,22700,0,22700,0,3,0,0,1,0,0,0,2018-10-05,2018-09-23,1,34,6,14,0,NA,1,0,0,0,1,150000,1,140000,85000,10000,2000,0.5588372945785522,3,3
100528,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,3,3,3,4,4,2,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-24,6,6,9,9,9,NA,NA,NA,1000,NA,NA,NA,NA,1000,NA,0,178,0,0,178,NA,3,0,1,0,0,1,0,2018-10-08,2018-09-21,0,33,1,13,0,NA,1,0,0,0,NA,50000,1,200000,100000,20000,0,0.24997703731060028,5,3
104283,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,1,1,1,4,4,4,NA,1,10,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-22,8,3,3,2,1,0,800,NA,NA,NA,200,NA,NA,1000,NA,100,500,300,0,900,NA,1,0,0,0,1,1,0,2018-11-08,2018-10-06,0,55,1,14,0,NA,1,0,0,0,3,145000,1,130000,62000,60000,81000,0.24999552965164185,5,3
101058,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,6,4,2,1,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-01,3,3,3,6,3,NA,600,NA,NA,NA,NA,NA,NA,600,NA,0,0,0,0,0,NA,2,0,0,0,0,1,0,2018-10-24,2018-09-18,1,68,4,10,0,NA,1,0,0,0,1,16000,1,30000,0,60000,0,0.3384987413883209,5,3
101959,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,2,3,11,4,4,4,4,3,NA,1,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-05,3,6,3,6,8,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,500,6000,0,6500,NA,1,0,0,0,1,0,0,2018-11-15,2018-09-19,0,48,1,10,0,NA,1,0,0,0,3,60000,1,180000,104000,20000,5000,0.8473844528198242,5,3
100849,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,6,2,4,1,4,4,4,4,3,NA,1,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-19,3,3,3,3,3,0,0,0,0,0,2000,0,0,2000,0,0,0,7970,0,7970,0,2,0,0,1,1,1,0,2018-10-24,2018-09-19,0,65,4,13,0,NA,1,0,0,0,1,32000,1,100000,57800,8000,0,1.374772548675537,5,3
102156,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,NA,NA,4,NA,NA,NA,NA,NA,NA,6,3,4,1,1,4,4,4,3,NA,1,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,3,3,9,2,8,300,0,0,0,0,300,0,0,600,0,300,0,300,0,600,0,2,0,1,1,1,0,0,2018-10-10,2018-09-30,0,68,6,14,0,NA,1,0,0,0,1,48000,1,107400,0,0,15000,1.374772548675537,5,3
