id,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_oth,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,mobile_howfunded,cc_num,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_type_6,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_rewards_6,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_hasbal_6,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,cc_chip_6,dc_num,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_svc_saved,e_exp_tot_saved,cashwith_amnt_prim,cashwith_amnt_oth,cashwith_location,cashwith_num_prim,cashwith_num_oth,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_oth,next_income_date,scpc_date,gender,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,income_hh_gte500k,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,_merge
101671,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,3,4,4,4,4,3,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-27,3,3,1,3,1,0,0,0,300,0,200,0,0,500,0,0,0,400,0,400,20,0,6,0.25,NA,3,0,1,0,1,0,NA,2017-09-22,0,33,1,13,0,NA,1,0,0,0,2,10,NA,0,NA,NA,10000,20000,0.8640151619911194,3
101573,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,2,1,5,4,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-03,3,1,1,8,NA,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,20,60,4,8.696428298950195,1,5,0,1,1,0,0,2017-11-03,2017-09-19,0,68,5,9,0,NA,0,1,0,0,7,1,NA,1,20000,0,20000,0,4.000039577484131,3
100387,0,0,0,0,0,0,1,NA,NA,1,0,0,1,1,0,0,0,0,1,4,NA,NA,4,4,NA,NA,NA,NA,6,2,3,3,2,1,3,3,3,3,NA,2,NA,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-18,6,1,NA,8,NA,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,NA,NA,NA,NA,NA,100,20,2,0.3333333432674408,0.1666666716337204,2,1,1,0,1,0,2017-11-06,2017-09-25,0,73,1,10,0,NA,1,0,0,0,2,12,NA,1,60000,0,0,0,0.24998362362384796,3
103393,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-20,3,3,3,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,4.348214149475098,NA,3,0,1,1,0,0,2017-11-03,2017-09-23,1,63,1,5,0,NA,1,0,0,0,2,9,NA,0,NA,NA,22000,12000,0.24997922778129578,3
101189,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,7,6,4,1,1,1,4,4,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-08-29,8,6,3,2,8,100,100,0,0,0,0,800,1000,2000,0,160,0,0,0,160,100,20,4,2,0,1,0,0,1,1,0,2017-10-06,2017-09-21,0,35,6,11,0,NA,0,1,0,0,3,4,NA,0,NA,NA,12000,200000,1.4510518312454224,3
103936,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,NA,5,NA,NA,NA,NA,NA,NA,NA,7,11,3,1,1,3,3,3,3,NA,3,3,6,1,2,NA,NA,NA,1,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-02,3,3,8,3,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,400,0,9500,0,9900,200,0,1,2,NA,2,0,0,0,0,1,2017-10-13,2017-09-27,1,60,1,13,0,NA,1,0,0,0,3,17,NA,1,320000,225000,160000,100000,2.0641372203826904,3
103748,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,10,4,1,4,4,4,4,NA,1,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-20,8,9,1,1,9,0,1500,0,0,0,1500,0,0,2000,0,0,1500,1500,0,3000,20,20,6,0.4166666567325592,1,1,0,1,0,1,0,2017-10-05,2017-09-22,1,21,6,10,1,1,1,1,0,0,4,11,NA,0,NA,NA,100000,500,4.000833511352539,3
105108,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,NA,NA,NA,5,NA,NA,NA,NA,NA,7,2,3,1,1,3,3,3,3,NA,4,3,1,6,2,3,NA,NA,1,1,1,1,NA,NA,0,0,0,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-02,3,6,3,3,8,0,1000,NA,NA,NA,1000,NA,NA,2000,NA,185,14000,485000,0,499185,50,0,2,1,NA,2,0,1,1,1,0,2018-09-04,2017-09-29,0,56,6,14,0,NA,1,0,0,0,2,16,NA,1,210000,65000,100000,12000,1.4629170894622803,3
102706,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,1,1,4,4,7,NA,1,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,2000,2000,NA,0,0,85,0,85,20,20,1,4.348214149475098,8.696428298950195,3,0,1,1,0,0,2017-11-03,2017-10-20,0,54,2,10,0,NA,0,1,0,0,3,12,NA,1,75000,0,25000,20000,1.321118712425232,3
101758,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,2,4,1,4,1,1,4,4,4,NA,1,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-02,2,1,2,1,8,200,385,0,0,0,2000,0,0,2000,0,240,385,2000,0,2625,100,100,4,2,1,3,1,0,0,0,0,2017-11-01,2017-09-20,0,58,1,10,0,NA,1,0,0,0,2,12,NA,0,NA,NA,30000,15000,0.43567490577697754,3
103908,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,1,1,1,4,3,3,NA,2,3,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-09-30,3,1,1,3,6,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,2000,4700,0,0,6700,40,100,4,4.348214149475098,1,1,0,1,0,0,0,2017-11-01,2017-09-19,1,63,4,12,0,NA,1,0,0,0,1,8,NA,1,250000,0,50000,0,0.2499513328075409,3
100283,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,1,NA,4,NA,4,NA,NA,NA,NA,NA,9,2,3,3,2,3,3,3,3,3,NA,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-01,2,3,3,6,8,0,2000,0,0,0,0,0,0,2000,0,49,8000,2400,90,10539,200,0,2,0.4166666567325592,NA,2,0,1,1,1,0,2017-10-18,2017-09-19,1,66,1,15,0,NA,1,0,0,0,2,14,NA,1,135000,0,65000,0,0.3466621935367584,3
103104,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,4,2,4,4,4,13,13,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-03,3,6,3,3,NA,0,25,0,0,0,0,0,0,25,0,0,50,0,0,50,20,0,1,2,NA,3,0,0,0,1,0,2017-11-03,2017-09-28,0,68,4,9,0,NA,1,0,0,0,2,4,NA,1,8000,0,10000,2248,0.8722794651985168,3
104965,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,1,1,4,4,4,3,NA,2,3,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-13,3,6,3,1,8,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,0,3000,0,3000,40,20,1,8.696428298950195,2,2,0,1,1,1,0,2017-11-24,2017-09-19,1,58,1,11,0,NA,1,0,0,0,3,14,NA,1,400000,43000,0,14000,0.4177433252334595,3
104505,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,2,3,4,1,3,3,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-03,1,1,3,1,NA,43,47,0,0,0,97,0,313,500,0,0,0,97,0,97,20,40,4,4.348214149475098,1,1,0,1,0,1,0,2017-11-03,2017-09-19,0,61,4,10,0,NA,1,0,0,0,3,9,NA,0,NA,NA,10000,9700,0.45105305314064026,3
102931,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,4,3,4,4,4,4,4,4,NA,1,4,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-15,3,3,3,3,3,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,20,0,6,4.348214149475098,NA,2,0,0,0,0,0,2017-11-15,2017-09-27,0,61,1,10,0,NA,1,0,0,0,2,14,NA,1,250000,230000,NA,NA,0.5585578680038452,3
101495,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,3,3,3,NA,2,3,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2005-03-18,8,8,8,3,3,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,2000,0,0,2000,60,0,1,0.4166666567325592,NA,1,0,0,1,1,0,NA,2017-09-21,0,59,1,10,0,NA,1,0,0,0,2,14,NA,1,375000,275000,100000,0,0.5585578680038452,3
103916,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,1,4,NA,4,NA,NA,4,NA,NA,NA,2,13,3,1,1,3,3,3,3,NA,2,3,2,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-11,6,9,3,8,1,0,1000,0,0,0,0,0,0,1000,0,0,1000,0,0,1000,100,0,1,1,NA,1,0,1,1,0,0,2017-10-31,2017-09-21,0,67,4,10,0,NA,1,0,0,0,1,6,NA,0,NA,NA,1000,0,0.7277986407279968,3
104572,0,0,0,0,1,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,7,3,3,1,1,1,3,3,3,NA,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-29,3,6,6,1,6,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,0,50000,0,50000,300,0,1,1,NA,2,0,0,1,0,1,2017-12-29,2017-09-22,1,60,6,13,0,NA,1,0,0,0,1,10,NA,1,350000,0,1300000,0,0.42122265696525574,3
105373,0,0,0,1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,3,1,1,3,3,3,NA,1,3,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,2000,2000,NA,0,0,158,0,158,1200,0,6,1,NA,1,1,1,1,1,0,NA,2017-09-19,0,47,4,11,0,NA,1,0,0,0,2,6,NA,1,27500,0,0,5500,0.322214812040329,3
104213,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,1,4,2,3,3,3,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-05,3,3,3,3,3,200,200,5,5,8,6,0,0,424,0,16,1,3,5,25,200,0,5,4.348214149475098,NA,1,0,1,1,0,0,2017-10-07,2017-09-20,0,26,1,9,0,NA,1,0,0,0,6,14,NA,0,NA,NA,25000,6900,0.46580249071121216,3
103642,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,2,4,4,1,1,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-03,2,3,3,3,NA,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,200,50,1,2,1,2,0,1,0,0,0,2017-11-03,2017-09-20,0,69,5,10,0,NA,1,0,0,0,3,15,NA,0,NA,NA,20000,600,0.24997937679290771,3
104669,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,10,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-27,3,3,3,3,3,0,0,0,0,0,0,0,2000,2000,0,50,100,0,0,150,20,60,4,2,1,1,0,0,0,1,0,2017-11-10,2017-09-19,0,42,2,11,0,NA,1,0,0,0,2,18,550000,1,100000,21000,0,21000,0.24995587766170502,3
103946,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,4,4,2,4,4,4,4,3,NA,3,3,3,1,2,NA,NA,NA,1,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-18,3,3,3,3,3,0,200,0,0,0,1800,0,0,2000,0,0,0,1800,0,1800,100,0,2,1,NA,2,0,1,0,1,0,2018-12-20,2017-09-19,1,79,1,9,0,NA,1,0,0,0,2,8,NA,1,75000,0,0,6000,1.1168924570083618,3
105114,0,0,0,0,0,1,0,NA,NA,0,1,0,1,0,0,1,0,0,0,NA,7,NA,4,NA,NA,4,NA,NA,NA,8,4,1,5,1,4,4,4,4,NA,2,4,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-01,6,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,730,6,4.348214149475098,1,1,0,0,1,0,0,2017-11-01,2017-09-19,0,55,6,10,0,NA,0,1,0,0,2,1,NA,0,NA,NA,730,0,0.24997290968894958,3
101400,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,1,1,5,1,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-29,3,1,3,8,NA,0,300,0,0,0,0,0,1700,2000,0,0,0,0,0,0,50,100,6,4.348214149475098,1,1,1,0,1,0,0,2017-11-10,2017-09-21,0,42,6,12,0,NA,0,1,0,0,3,3,NA,0,NA,NA,10000,0,0.4804164469242096,3
104662,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,12,4,1,1,4,4,4,4,NA,1,4,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,3,3,9,8,0,2000,0,0,0,0,0,0,2000,0,243,5545,8000,0,13788,200,20,2,4.348214149475098,1,1,0,0,1,0,0,2017-10-04,2017-09-19,1,47,1,7,0,NA,1,0,0,0,3,14,NA,1,125000,0,50000,18000,2.9174563884735107,3
103030,1,0,0,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,1,4,4,9,4,9,4,NA,NA,NA,6,2,3,1,4,1,1,4,4,4,NA,1,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-09-27,3,3,3,3,3,NA,1000,NA,NA,NA,1000,NA,NA,2000,NA,850,1500,2000,0,4350,100,200,1,2,2,3,0,0,1,0,0,2017-10-04,2017-09-21,1,66,1,13,0,NA,1,0,0,0,5,14,NA,1,200000,30000,400000,200000,0.7480849027633667,3
100464,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,3,NA,NA,NA,NA,4,NA,NA,NA,NA,6,4,4,2,4,4,4,3,3,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-15,3,3,3,3,3,0,500,0,500,0,0,0,0,1000,0,0,0,1250,0,1250,60,0,1,1,NA,2,0,0,0,1,0,2017-10-20,2017-10-18,0,45,1,13,0,NA,1,0,0,0,4,15,NA,1,250000,188000,400000,150000,1.2254719734191895,3
101261,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,4,4,4,4,NA,2,4,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-30,2,3,6,6,3,0,0,0,0,0,300,0,0,300,0,0,0,300,0,300,20,5,6,0.3333333432674408,0.3333333432674408,2,0,1,1,1,0,2017-10-31,2017-09-20,0,31,6,13,0,NA,1,0,0,0,1,11,NA,0,NA,NA,0,10000,0.8419183492660522,3
101201,1,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,1,1,1,1,1,NA,1,13,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-13,1,9,1,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,260,0,1,2,NA,1,1,0,1,0,0,2017-10-28,2017-09-22,1,50,4,9,0,NA,1,0,0,0,1,11,NA,1,40000,0,0,0,0.4404805600643158,3
105328,0,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4,4,2,1,1,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-19,6,8,3,2,8,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,100,20,1,1,2,2,0,1,1,0,0,2017-11-03,2017-09-22,0,61,1,11,0,NA,1,0,0,0,8,10,NA,0,NA,NA,0,15000,0.7226856350898743,3
102683,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,8,4,4,1,1,1,4,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-29,6,3,2,10,3,0,0,0,0,0,0,0,0,0,0,0,100,0,33,133,50,0,2,4.348214149475098,NA,1,1,1,1,1,0,2017-11-01,2017-09-19,0,39,5,10,0,NA,1,0,0,0,2,3,NA,1,22,0,0,0,0.24995587766170502,3
101725,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,4,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-13,1,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,31,0,0,30,61,20,40,1,3,1,3,0,0,0,0,0,2017-10-20,2017-09-22,1,34,4,9,1,1,0,0,0,1,1,6,NA,0,NA,NA,0,3000,4.001065731048584,3
102530,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,1,1,3,3,3,NA,1,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-06,8,3,8,1,8,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,89,80,7000,0,7169,100,50,6,0.8333333134651184,0.25,1,0,0,1,0,0,2017-11-03,2017-09-24,0,26,1,13,0,NA,1,0,0,0,3,14,NA,1,260000,170000,100000,30000,0.5417856574058533,3
105246,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,1,1,4,4,4,3,NA,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-20,3,3,3,3,7,0,0,0,1500,0,500,0,0,2000,0,0,0,500,150,650,40,0,1,4.348214149475098,NA,2,1,0,0,1,0,NA,2017-09-24,1,47,1,10,0,NA,1,0,0,0,5,14,NA,1,95000,79000,0,32000,0.46743109822273254,3
